class,knowledge_questions,generated_knowledge,vlm_reasoning_questions
inclusion-like nucleoli,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
infiltrating,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
infiltrating adenocarcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
inflammatory,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
intestine,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
kidney,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
leiomyoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
leiomyomawhat,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
lipid,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
liver stem cells,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
lodged,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
longitudinally-oriented,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
lower-extremity,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
lung,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
lymphangiomatosis,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
malignancy,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
mallory-weiss,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
med pas hematoxylin section,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
